Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Fieldsheet,Location name,ISO date
Lizard Buzzard,Kaupifalco monogrammicus,144,2020-07-03,08:44,Seen,-3.319674,39.999875,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:44:20.134+0300
Collared Palm Thrush,Cichladusa arquata,593,2020-07-03,08:43,Heard,-3.319546,39.99986,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:43:55.194+0300
Lilac-breasted Roller,Coracias caudatus,413,2020-07-03,08:37,Seen,-3.31877,39.999721,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:37:42.004+0300
Winding Cisticola (Coastal),Cisticola galactotes haematocephalus,3132,2020-07-03,08:35,Seen,-3.317858,39.999578,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:35:02.539+0300
Pale Flycatcher,Bradornis pallidus,662,2020-07-03,08:32,Seen,-3.317254,39.999479,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:32:09.415+0300
Trumpeter Hornbill,Bycanistes bucinator,422,2020-07-03,08:30,Seen,-3.316868,39.999426,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:30:43.505+0300
Black Kite (resident),Milvus migrans aegyptius/parasitus,129,2020-07-03,08:28,Seen,-3.316288,39.999352,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T08:28:40.162+0300
Eastern Nicator,Nicator gularis,725,2020-07-03,06:46,Heard,-3.311317,39.998471,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:46:14.019+0300
Terrestrial Brownbul,Phyllastrephus terrestris,546,2020-07-03,06:46,Heard,-3.311258,39.998461,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:46:03.610+0300
African Golden Oriole,Oriolus auratus,520,2020-07-03,06:39,Heard,-3.30986,39.998218,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:39:31.848+0300
Black-bellied Bustard,Lissotis melanogaster,227,2020-07-03,06:35,Seen,-3.308872,39.998107,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:35:58.221+0300
Village Weaver,Ploceus cucullatus,797,2020-07-03,06:35,Seen,-3.308777,39.998086,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:35:34.599+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-03,06:34,Seen,-3.308571,39.998074,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:34:21.665+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-03,06:33,Heard,-3.308459,39.998062,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:33:57.920+0300
Northern Brownbul,Phyllastrephus strepitans,3024,2020-07-03,06:32,Heard,-3.307959,39.997967,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_3955_2020-07-03,,2020-07-03T06:32:04.212+0300
