Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Nest count,Nest count type,Nest site,At colony,Colony type,Colony description,ISO date
Ring-necked Dove,Streptopelia capicola,316,2020-07-09,09:35,Heard,-3.355926,39.905498,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:35:03.776+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-09,09:38,Heard,-3.356685,39.906941,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:38:54.553+0300
Red-cheeked Cordon-bleu,Uraeginthus bengalus,3974,2020-07-09,09:39,Heard,-3.356851,39.907054,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:39:34.194+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-09,09:53,Heard,-3.360148,39.909956,,1,false,Alive,11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:53:17.039+0300
White-browed Coucal,Centropus superciliosus burchellii/fasciipygialis,4131,2020-07-09,09:53,Heard,-3.360171,39.910142,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:53:39.824+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-09,09:53,Heard,-3.360162,39.910202,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:53:56.380+0300
Speckled Mousebird,Colius striatus,390,2020-07-09,09:55,Seen,-3.360166,39.91087,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:55:36.144+0300
Unidentified,Unidentified,0,2020-07-09,10:00,Seen,-3.360028,39.91274,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:00:20.455+0300
Unidentified,Unidentified,0,2020-07-09,10:00,Seen,-3.36003,39.912755,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:00:26.453+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-09,10:00,Seen,-3.359956,39.912855,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:00:57.054+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-09,10:01,Seen,-3.359931,39.912896,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:01:18.057+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-09,10:01,Heard,-3.359936,39.913043,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:01:41.021+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-09,10:01,Heard,-3.359949,39.913138,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:01:56.327+0300
Common Bulbul,Pycnonotus barbatus tricolor,545,2020-07-09,10:02,Seen,-3.35989,39.913436,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:02:46.554+0300
House Crow,Corvus splendens,989,2020-07-09,10:03,Seen,-3.359898,39.913587,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:03:11.505+0300
Bronze Mannikin,Spermestes cucullata,823,2020-07-09,10:03,Heard,-3.359877,39.913748,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:03:48.556+0300
Emerald-spotted Wood Dove,Turtur chalcospilos,321,2020-07-09,10:04,Seen,-3.359841,39.913849,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:06.113+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-09,10:04,Seen,-3.359763,39.913887,,1,false,Alive,9,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:19.579+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-09,10:04,Seen,-3.359688,39.91386,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:33.625+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-09,10:04,Seen,-3.359516,39.913821,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:04:57.418+0300
Collared Sunbird,Hedydipna collaris,771,2020-07-09,10:10,Heard,-3.359214,39.915929,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:10:48.616+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-09,10:12,Seen,-3.359197,39.916262,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:12:04.624+0300
Winding Cisticola,Cisticola galactotes luapula,3138,2020-07-09,10:18,Seen,-3.360579,39.917459,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:18:50.300+0300
White-browed Coucal,Centropus superciliosus burchellii/fasciipygialis,4131,2020-07-09,10:19,Heard,-3.360728,39.917449,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:19:14.788+0300
Village Weaver,Ploceus cucullatus,797,2020-07-09,10:20,Seen,-3.361177,39.917502,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:20:34.393+0300
Amethyst Sunbird,Chalcomitra amethystina,772,2020-07-09,10:23,Heard,-3.361453,39.917525,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:23:19.141+0300
White-browed Robin Chat,Cossypha heuglini,580,2020-07-09,10:24,Heard,-3.361175,39.917536,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:24:05.892+0300
Pale Flycatcher,Bradornis pallidus,662,2020-07-09,10:28,Seen,-3.361196,39.919136,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:28:54.471+0300
Unidentified,Unidentified,0,2020-07-09,10:29,Seen,-3.361406,39.919176,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:29:33.815+0300
Unidentified,Unidentified,0,2020-07-10,06:01,Seen,-3.34774,39.936633,,1,false,Alive,-3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:01:42.968+0300
African Pied Wagtail,Motacilla aguimp,685,2020-07-10,06:01,Heard,-3.347646,39.936652,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:01:58.219+0300
House Crow,Corvus splendens,989,2020-07-10,06:02,Seen,-3.34751,39.936683,,1,false,Alive,-4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:02:31.596+0300
White-browed Robin Chat,Cossypha heuglini,580,2020-07-10,06:03,Heard,-3.347432,39.936539,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:03:15.204+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-10,06:04,Heard,-3.347063,39.936655,,1,false,Alive,-7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:04:17.903+0300
Amethyst Sunbird,Chalcomitra amethystina,772,2020-07-10,06:07,Heard,-3.346126,39.936941,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:07:33.104+0300
Black-headed Heron,Ardea melanocephala,55,2020-07-10,06:08,Seen,-3.345988,39.936975,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:08:43.547+0300
Common Bulbul,Pycnonotus barbatus,11491,2020-07-10,06:10,Heard,-3.345921,39.937218,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:10:34.435+0300
Red-cheeked Cordon-bleu,Uraeginthus bengalus,3974,2020-07-10,06:11,Seen,-3.345923,39.937253,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:11:51.834+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-10,06:13,Heard,-3.346002,39.937553,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:13:48.215+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-10,06:14,Heard,-3.34608,39.937671,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:14:59.026+0300
Winding Cisticola,Cisticola galactotes,4138,2020-07-10,06:15,Heard,-3.346212,39.93772,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:15:50.359+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-10,06:19,Seen,-3.346827,39.937723,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:19:40.958+0300
Bronze Mannikin,Spermestes cucullata,823,2020-07-10,06:20,Seen,-3.346838,39.937722,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:20:12.136+0300
Village Weaver,Ploceus cucullatus,797,2020-07-10,06:21,Seen,-3.346934,39.937737,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:21:16.650+0300
Hadeda,Bostrychia hagedash,84,2020-07-10,06:23,Seen,-3.347257,39.937697,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:23:16.829+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-10,06:27,Seen,-3.348011,39.937602,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:27:26.404+0300
Black Kite (resident),Milvus migrans aegyptius/parasitus,129,2020-07-10,06:29,Seen,-3.348255,39.937601,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:29:26.514+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-10,06:29,Heard,-3.348332,39.937583,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:29:52.224+0300
Zanzibar Greenbul,Andropadus importunus,551,2020-07-10,06:30,Heard,-3.34847,39.937604,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:30:55.412+0300
Lilac-breasted Roller,Coracias caudatus,413,2020-07-10,06:31,Seen,-3.348532,39.937607,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:31:33.219+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-10,06:32,Heard,-3.348667,39.937578,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:32:23.730+0300
White-browed Coucal,Centropus superciliosus,1036,2020-07-10,06:33,Heard,-3.34884,39.937557,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:33:50.147+0300
Yellow-throated Longclaw,Macronyx croceus,704,2020-07-10,06:36,Heard,-3.349141,39.937808,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:36:50.077+0300
Black-bellied Starling,Notopholia corusca,740,2020-07-10,06:37,Heard,-3.349156,39.937826,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:37:11.067+0300
Three-banded Plover,Charadrius tricollaris,238,2020-07-10,06:37,Heard,-3.349207,39.937916,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:37:56.741+0300
African Harrier Hawk,Polyboroides typus,171,2020-07-10,06:41,Seen,-3.349675,39.937873,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:41:13.650+0300
Golden Palm Weaver,Ploceus bojeri,3898,2020-07-10,06:41,Seen,-3.349798,39.937852,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:41:55.786+0300
Grey-headed Bushshrike,Malaconotus blanchoti,723,2020-07-10,06:43,Heard,-3.349874,39.937797,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:43:08.101+0300
Grassland Pipit,Anthus cinnamomeus,692,2020-07-10,06:43,Heard,-3.349922,39.9378,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:43:28.149+0300
Common Ringed Plover,Charadrius hiaticula,233,2020-07-10,06:44,Seen,-3.350015,39.9378,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:44:27.229+0300
White-fronted Plover,Charadrius marginatus,235,2020-07-10,06:45,Seen,-3.350028,39.937767,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:45:11.072+0300
Lesser Sand Plover,Charadrius mongolus,234,2020-07-10,06:45,Seen,-3.350025,39.937765,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:45:46.380+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-10,06:51,Heard,-3.35081,39.937392,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:51:29.995+0300
Violet-backed Starling,Cinnyricinclus leucogaster,736,2020-07-10,06:54,Seen,-3.35143,39.937311,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:54:56.220+0300
Barn Swallow,Hirundo rustica,493,2020-07-10,06:59,Seen,-3.352207,39.937247,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T06:59:31.145+0300
Unidentified,Unidentified,0,2020-07-10,07:00,Seen,-3.352309,39.937215,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:00:26.359+0300
Unidentified,Unidentified,0,2020-07-10,07:00,Seen,-3.352384,39.937209,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:00:42.867+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-10,07:01,Heard,-3.352414,39.937214,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:01:00.864+0300
Grassland Pipit,Anthus cinnamomeus,692,2020-07-10,07:01,Seen,-3.352468,39.937208,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:01:35.360+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-10,07:01,Heard,-3.352506,39.937196,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:01:59.523+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-10,07:02,Heard,-3.352518,39.937203,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:02:14.749+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-10,07:02,Heard,-3.352546,39.937202,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:02:27.421+0300
Common Bulbul,Pycnonotus barbatus,11491,2020-07-10,07:02,Heard,-3.352584,39.937204,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:02:49.530+0300
House Crow,Corvus splendens,989,2020-07-10,07:03,Seen,-3.35261,39.937189,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:03:00.838+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-10,07:03,Seen,-3.35263,39.937196,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:03:32.793+0300
Winding Cisticola (Coastal),Cisticola galactotes haematocephalus,3132,2020-07-10,07:04,Heard,-3.352743,39.93721,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:04:05.052+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-10,07:04,Heard,-3.352767,39.937192,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:04:21.916+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-10,07:06,Heard,-3.35114,39.934858,,1,false,Alive,,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-10T07:06:22.812+0300
