Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Fieldsheet,Location name,ISO date
Unidentified,Unidentified,0,2021-03-13,10:00,Seen,-3.301872,40.00976,,1,false,Alive,13,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T10:00:09.200+0300
Northern Grey-headed Sparrow (Parrot-billed),Parrot-billed Sparrow,3834,2021-03-13,09:55,Heard,-3.300798,40.009753,,1,false,Alive,12,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:55:48.980+0300
Black-bellied Starling,Black-bellied Starling,740,2021-03-13,09:54,Seen,-3.300498,40.00972,,1,false,Alive,11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:54:16.771+0300
Grey-backed Camaroptera,Grey-backed Camaroptera,628,2021-03-13,09:52,Heard,-3.29984,40.010027,,1,false,Alive,9,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:52:02.915+0300
Amethyst Sunbird,Amethyst Sunbird,772,2021-03-13,09:49,Seen,-3.299522,40.010253,,1,false,Alive,9,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:49:26.413+0300
Northern Carmine Bee-eater,Northern Carmine Bee-eater,1576,2021-03-13,09:49,Seen,-3.299448,40.01033,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:49:03.716+0300
Barn Swallow,Barn Swallow,493,2021-03-13,09:46,Seen,-3.299248,40.01037,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:46:37.694+0300
Lizard Buzzard,Lizard Buzzard,144,2021-03-13,09:41,Heard,-3.298207,40.010335,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:41:59.775+0300
Tawny-flanked Prinia,Tawny-flanked Prinia,649,2021-03-13,09:41,Heard,-3.298105,40.010275,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:41:33.660+0300
White-browed Coucal,White-browed Coucal,1036,2021-03-13,09:40,Heard,-3.298002,40.010402,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:40:03.025+0300
Black-and-white Mannikin,Red-backed Mannikin,824,2021-03-13,09:33,Seen,-3.296377,40.01024,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:33:10.989+0300
Little Swift,Little Swift,385,2021-03-13,09:23,Seen,-3.293807,40.01015,,1,false,Alive,27,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:23:12.330+0300
Red-cheeked Cordon-bleu,Red-cheeked Cordon-bleu,3974,2021-03-13,09:18,Heard,-3.293068,40.01008,,1,false,Alive,27,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:18:55.399+0300
Collared Sunbird,Collared Sunbird,771,2021-03-13,09:15,Heard,-3.292273,40.010075,,1,false,Alive,27,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0315_4000_2021-03-13,,2021-03-13T09:15:38.751+0300
