Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Fieldsheet,Location name,ISO date
Unidentified,Unidentified,0,2020-07-16,10:04,Seen,-3.338085,40.013045,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T10:04:15.786+0300
House Sparrow,Passer domesticus,784,2020-07-16,10:03,Seen,-3.338087,40.013045,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T10:03:54.385+0300
Speckled Mousebird,Colius striatus,390,2020-07-16,09:50,Heard,-3.33935,40.012058,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:50:44.067+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-16,09:49,Heard,-3.338816,40.01186,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:49:21.443+0300
Black-bellied Starling,Notopholia corusca,740,2020-07-16,09:47,Seen,-3.338224,40.011848,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:47:54.723+0300
Violet-backed Starling,Cinnyricinclus leucogaster,736,2020-07-16,09:44,Seen,-3.338145,40.011248,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:44:48.431+0300
African Golden Oriole,Oriolus auratus,520,2020-07-16,09:39,Heard,-3.338253,40.009652,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:39:16.212+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-16,09:39,Heard,-3.338256,40.009645,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:39:02.944+0300
Trumpeter Hornbill,Bycanistes bucinator,422,2020-07-16,09:37,Heard,-3.3383,40.00907,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:37:22.868+0300
Black Kite (resident),Milvus migrans aegyptius/parasitus,129,2020-07-16,09:26,Seen,-3.338564,40.005034,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:26:13.529+0300
White-browed Coucal,Centropus superciliosus,1036,2020-07-16,09:25,Heard,-3.338561,40.004829,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:25:39.602+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-16,09:25,Seen,-3.338602,40.004593,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:25:05.461+0300
Red-cheeked Cordon-bleu,Uraeginthus bengalus,3974,2020-07-16,09:18,Heard,-3.338783,40.001764,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:18:27.304+0300
Village Weaver,Ploceus cucullatus,797,2020-07-16,09:17,Heard,-3.338805,40.001311,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_4000_2020-07-16,,2020-07-16T09:17:02.462+0300
Unidentified,Unidentified,0,2020-07-17,09:22,Seen,-3.375275,39.972667,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:22:04.850+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-17,09:21,Seen,-3.375283,39.972677,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:21:58.681+0300
Pied Kingfisher,Ceryle rudis,394,2020-07-17,09:20,Seen,-3.375184,39.972635,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:20:50.863+0300
Water Thick-knee,Burhinus vermiculatus,274,2020-07-17,09:13,Seen,-3.373664,39.973098,,1,false,Alive,-9,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:13:15.622+0300
Zanzibar Greenbul,Andropadus importunus,551,2020-07-17,09:12,Heard,-3.373372,39.97316,,1,false,Alive,-7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:12:12.462+0300
Gull-billed Tern,Gelochelidon nilotica,902,2020-07-17,09:10,Seen,-3.37298,39.973056,,1,false,Alive,-7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:10:48.488+0300
Dimorphic Egret,Egretta dimorpha,2188,2020-07-17,09:04,Seen,-3.371476,39.973072,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-07-16,,2020-07-17T09:04:10.462+0300
