Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Nest count,Nest count type,Nest site,At colony,Colony type,Colony description,ISO date
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-16,08:30,Seen,-3.316514,39.99935,,1,false,Alive,-8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:30:52.439+0300
Village Weaver,Ploceus cucullatus,797,2020-07-16,08:35,Seen,-3.31762,39.999491,,1,false,Alive,-8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:35:03.383+0300
Barn Swallow,Hirundo rustica,493,2020-07-16,08:38,Seen,-3.318534,39.999663,,1,false,Alive,-8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:38:34.323+0300
Black-bellied Starling,Notopholia corusca,740,2020-07-16,08:40,Seen,-3.319073,39.999738,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:40:54.174+0300
Red-capped Robin Chat,Cossypha natalensis,579,2020-07-16,08:41,Heard,-3.319151,39.999752,,1,false,Alive,-7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:41:35.805+0300
Scaly Babbler,Turdoides squamulata,3462,2020-07-16,08:42,Heard,-3.319251,39.999767,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:42:27.711+0300
Yellowbill,Ceuthmochares aereus,1596,2020-07-16,08:47,Seen,-3.320422,39.999985,,1,false,Alive,-4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:47:13.367+0300
Brown Snake Eagle,Circaetus cinereus,145,2020-07-16,08:57,Seen,-3.322822,40.00032,,1,false,Alive,-3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:57:00.981+0300
Lizard Buzzard,Kaupifalco monogrammicus,144,2020-07-16,08:58,Seen,-3.322919,40.000363,,1,false,Alive,-3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T08:58:16.572+0300
Unidentified,Unidentified,0,2020-07-16,09:00,Seen,-3.322781,40.000529,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:00:08.730+0300
Unidentified,Unidentified,0,2020-07-16,09:00,Seen,-3.322775,40.000561,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:00:16.143+0300
Speckled Mousebird,Colius striatus,390,2020-07-16,09:00,Seen,-3.322792,40.000569,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:00:36.052+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-16,09:01,Heard,-3.32278,40.000622,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:01:00.044+0300
House Crow,Corvus splendens,989,2020-07-16,09:01,Heard,-3.322805,40.000641,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:01:22.501+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-16,09:02,Seen,-3.322791,40.000774,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:02:08.450+0300
Common Bulbul,Pycnonotus barbatus,11491,2020-07-16,09:02,Heard,-3.322756,40.000916,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:02:57.107+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-16,09:03,Seen,-3.322745,40.001036,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:03:08.485+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-16,09:03,Heard,-3.322748,40.001137,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:03:35.822+0300
African Pied Wagtail,Motacilla aguimp,685,2020-07-16,09:04,Heard,-3.322748,40.001464,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:04:51.403+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-16,09:06,Heard,-3.322748,40.001924,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:06:30.187+0300
Grey-headed Kingfisher,Halcyon leucocephala,401,2020-07-16,09:14,Seen,-3.322458,40.004127,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:14:25.169+0300
Red-cheeked Cordon-bleu,Uraeginthus bengalus,3974,2020-07-16,09:16,Seen,-3.322398,40.004736,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:16:16.138+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-16,09:17,Heard,-3.322398,40.004838,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:17:24.137+0300
Black-headed Oriole,Oriolus larvatus,521,2020-07-16,09:20,Heard,-3.322265,40.005991,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:20:27.030+0300
Lilac-breasted Roller,Coracias caudatus,413,2020-07-16,09:25,Seen,-3.322166,40.007247,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:25:16.892+0300
White-browed Coucal,Centropus superciliosus,1036,2020-07-16,09:32,Heard,-3.321927,40.009323,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:32:36.273+0300
Violet-backed Starling,Cinnyricinclus leucogaster,736,2020-07-16,09:38,Seen,-3.321846,40.01089,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:38:24.256+0300
Little Swift,Apus affinis,385,2020-07-16,09:39,Seen,-3.32189,40.010849,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:39:08.097+0300
Black-backed Puffback,Dryoscopus cubla,712,2020-07-16,09:41,Seen,-3.321744,40.011021,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:41:50.946+0300
Grey-headed Bushshrike,Malaconotus blanchoti,723,2020-07-16,09:42,Seen,-3.321755,40.011171,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:42:51.036+0300
Black-bellied Starling,Notopholia corusca,740,2020-07-16,09:44,Seen,-3.321684,40.011283,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:44:04.985+0300
Northern Brownbul,Phyllastrephus strepitans,3024,2020-07-16,09:44,Heard,-3.321657,40.011272,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:44:31.723+0300
Village Weaver,Ploceus cucullatus,797,2020-07-16,09:45,Seen,-3.321486,40.011261,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:45:00.071+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-16,09:50,Seen,-3.320389,40.011098,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T09:50:03.297+0300
Unidentified,Unidentified,0,2020-07-16,10:00,Seen,-3.319176,40.01239,,1,false,Alive,10,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-16T10:00:07.727+0300
Unidentified,Unidentified,0,2020-07-17,06:06,Seen,-3.326897,39.964985,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:06:11.149+0300
Hadeda,Bostrychia hagedash,84,2020-07-17,06:07,Heard,-3.326895,39.964922,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:07:24.914+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-17,06:07,Heard,-3.326918,39.964886,,1,false,Alive,3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:07:37.270+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-17,06:08,Heard,-3.326937,39.964856,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:08:50.292+0300
Mangrove Kingfisher,Halcyon senegaloides,400,2020-07-17,06:09,Heard,-3.32707,39.964915,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:09:57.373+0300
African Fish Eagle,Haliaeetus vocifer,149,2020-07-17,06:12,Heard,-3.327696,39.964902,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:12:11.619+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-17,06:14,Heard,-3.328279,39.964705,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:14:16.012+0300
Black-headed Oriole,Oriolus larvatus,521,2020-07-17,06:18,Heard,-3.329258,39.964673,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:18:34.537+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-17,06:21,Seen,-3.330013,39.963754,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:21:48.635+0300
Emerald-spotted Wood Dove,Turtur chalcospilos,321,2020-07-17,06:23,Heard,-3.330128,39.963703,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:23:04.420+0300
Great White Egret,Ardea alba,58,2020-07-17,06:23,Seen,-3.33012,39.963705,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:23:21.208+0300
Sacred Ibis,Threskiornis aethiopicus,81,2020-07-17,06:26,Seen,-3.331166,39.963615,,1,false,Alive,-3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:26:40.951+0300
Woolly-necked Stork,Ciconia episcopus,77,2020-07-17,06:26,Seen,-3.331181,39.963602,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:26:50.503+0300
Grey-headed Bushshrike,Malaconotus blanchoti,723,2020-07-17,06:38,Heard,-3.334108,39.963209,,1,false,Alive,-3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:38:16.452+0300
Amethyst Sunbird,Chalcomitra amethystina,772,2020-07-17,06:39,Heard,-3.334548,39.963076,,1,false,Alive,-4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:39:50.959+0300
Dimorphic Egret,Egretta dimorpha,2188,2020-07-17,06:42,Seen,-3.335078,39.962894,,1,false,Alive,-4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:42:01.586+0300
Pied Kingfisher,Ceryle rudis,394,2020-07-17,06:46,Seen,-3.336437,39.962361,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:46:47.837+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-17,06:50,Heard,-3.337443,39.961951,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:50:55.897+0300
Black Kite (resident),Milvus migrans aegyptius/parasitus,129,2020-07-17,06:53,Seen,-3.338169,39.962092,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:53:58.247+0300
House Crow,Corvus splendens,989,2020-07-17,06:55,Seen,-3.338238,39.962102,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:55:14.486+0300
Diederik Cuckoo,Chrysococcyx caprius,352,2020-07-17,06:58,Heard,-3.339124,39.961592,,1,false,Alive,1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T06:58:49.535+0300
Unidentified,Unidentified,0,2020-07-17,07:01,Seen,-3.339711,39.961435,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:01:14.033+0300
Unidentified,Unidentified,0,2020-07-17,07:01,Seen,-3.33971,39.961435,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:01:17.967+0300
Purple-banded Sunbird,Cinnyris bifasciatus,756,2020-07-17,07:01,Seen,-3.339732,39.961439,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:01:40.127+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-17,07:01,Heard,-3.339741,39.961442,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:01:56.419+0300
Common Bulbul,Pycnonotus barbatus,11491,2020-07-17,07:02,Heard,-3.33976,39.961428,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:02:07.929+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-17,07:02,Heard,-3.339785,39.96143,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:02:43.696+0300
Northern Carmine Bee-eater,Merops nubicus,1576,2020-07-17,07:03,Heard,-3.339785,39.96143,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:03:01.550+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-17,07:03,Seen,-3.339846,39.96146,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:03:48.356+0300
Grey-headed Bushshrike,Malaconotus blanchoti,723,2020-07-17,07:08,Heard,-3.341245,39.961636,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:08:20.168+0300
Yellow-billed Stork,Mycteria ibis,76,2020-07-17,07:11,Seen,-3.342127,39.961689,,1,false,Alive,-8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:11:53.638+0300
Whimbrel,Numenius phaeopus,268,2020-07-17,07:12,Seen,-3.342241,39.96158,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:12:39.837+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-17,07:13,Heard,-3.342268,39.961553,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:13:16.346+0300
Woolly-necked Stork,Ciconia episcopus,77,2020-07-17,07:13,Seen,-3.342302,39.96149,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:13:48.089+0300
Black-headed Oriole,Oriolus larvatus,521,2020-07-17,07:14,Heard,-3.342329,39.961377,,1,false,Alive,0,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:14:42.981+0300
Emerald-spotted Wood Dove,Turtur chalcospilos,321,2020-07-17,07:19,Seen,-3.34294,39.960043,,1,false,Alive,-4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:19:53.412+0300
Pied Kingfisher,Ceryle rudis,394,2020-07-17,07:22,Seen,-3.34362,39.959765,,1,false,Alive,-4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:22:28.671+0300
Diederik Cuckoo,Chrysococcyx caprius,352,2020-07-17,07:23,Heard,-3.343893,39.95972,,1,false,Alive,-5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:23:22.765+0300
Black-bellied Starling,Notopholia corusca,740,2020-07-17,07:27,Heard,-3.344717,39.959796,,1,false,Alive,-3,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:27:02.026+0300
Great Sparrowhawk,Accipiter melanoleucus,159,2020-07-17,07:27,Seen,-3.344753,39.959788,,1,false,Alive,-2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:27:20.459+0300
African Fish Eagle,Haliaeetus vocifer,149,2020-07-17,07:34,Seen,-3.346439,39.96049,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:34:45.977+0300
African Paradise Flycatcher,Terpsiphone viridis,682,2020-07-17,07:37,Seen,-3.34714,39.960882,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:37:38.800+0300
Pale Batis,Batis soror,675,2020-07-17,07:38,Seen,-3.34714,39.960882,,1,false,Alive,-6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-17T07:38:23.266+0300
