Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Fieldsheet,Location name,ISO date
Grey-headed Kingfisher,Halcyon leucocephala,401,2020-08-13,09:14,Seen,-3.333458,39.945761,,1,false,Alive,2,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:14:30.409+0300
Hadeda,Bostrychia hagedash,84,2020-08-13,09:13,Seen,-3.333835,39.945491,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:13:27.838+0300
East Coast Boubou,Laniarius sublacteus,7867,2020-08-13,09:10,Heard,-3.3344,39.945197,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:10:18.581+0300
Common Drongo,Dicrurus adsimilis,517,2020-08-13,09:10,Heard,-3.3344,39.945197,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:10:10.489+0300
Tambourine Dove,Turtur tympanistria,319,2020-08-13,09:09,Seen,-3.334403,39.94519,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:09:42.989+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-08-13,09:09,Heard,-3.334408,39.945183,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:09:30.540+0300
Common Bulbul,Pycnonotus barbatus,11491,2020-08-13,09:06,Seen,-3.334473,39.945108,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:06:58.887+0300
White-browed Coucal,Centropus superciliosus,1036,2020-08-13,09:05,Seen,-3.334477,39.945118,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:05:26.490+0300
Mangrove Kingfisher,Halcyon senegaloides,400,2020-08-13,09:04,Seen,-3.334388,39.94516,The mk was about 15mtrs away.. didn't get a shot.,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:04:11.599+0300
Red-fronted Tinkerbird,Pogoniulus pusillus,436,2020-08-13,09:03,Heard,-3.334391,39.945153,,1,false,Alive,4,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0320_3955_2020-08-13,,2020-08-13T09:03:53.085+0300
